AN_BASE;ID_TIPO_PRODUCAO;ID_SUBTIPO_PRODUCAO;QT_ANO_EGRESSO_M;QT_ANO_EGRESSO_F;QT_ANO_EGRESSO_D;CD_PROGRAMA_IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;ID_ADD_PRODUCAO_INTELECTUAL;NR_ORDEM;ID_PESSOA_DISCENTE;ID_PESSOA_DOCENTE;ID_PARTICIPANTE_PPG_IES;ID_PESSOA_PART_EXTERNO;NM_AUTOR;TP_AUTOR;NM_TP_CATEGORIA_DOCENTE;NM_NIVEL_DISCENTE;NM_ABNT_AUTOR;CD_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;ID_NATUREZA_ATUACAO;NM_NATUREZA_ATUACAO;ID_PAIS;NM_PAIS;IN_GLOSA
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371847;3;;21446;;;SERGIO BAMPI;DOCENTE;PERMANENTE;;BAMPI, S.;;;;;;;0
2014;2;8;5;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371847;1;58430;;;;CLAUDIO MACHADO DINIZ;DISCENTE;;DOUTORADO;DINIZ, C. M.;;;;;;;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371847;2;;;852376;1529742;MUHAMMAD SHAFIQUE;PARTICIPANTE EXTERNO;;;SHAFIQUE, M.;;;;;;;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371847;4;;;852465;2006952;JÖRG HENKEL;PARTICIPANTE EXTERNO;;;HENKEL, J.;;;;;;;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371848;2;;11919;;;ALTAMIRO AMADEU SUSIN;DOCENTE;COLABORADOR;;SUSIN, A. A.;;;;;;;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371848;1;;;392003;426681;ALEXSANDRO CRISTOVAO BONATTO;PARTICIPANTE EXTERNO;;;BONATTO, A. C.;;;;;;;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371849;4;;;;;MEHAUT, JEAN-FRANCOIS;-;;;MEHAUT, JEAN-FRANCOIS;10300007;CIÊNCIA DA COMPUTAÇÃO;4;PESSOA FÍSICA;31;BRASIL;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371849;1;38723;;;;EDSON LUIZ PADOIN;DISCENTE;;DOUTORADO;PADOIN, E. L.;;;;;;;0
2014;2;8;;;;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371849;2;;;859007;56578;MARCIO BASTOS CASTRO;PARTICIPANTE EXTERNO;;;CASTRO, M. B.;;;;;;;0
2014;2;8;;;0;42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;8371849;3;88318;;;;LAERCIO LIMA PILLA;DISCENTE;;DOUTORADO;PILLA, L. L.;;;;;;;0
