42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036414;3603416;SOCIAL CHOICE IN DISTRIBUTED CLASSIFICATION TASKS: DEALING WITH VERTICALLY PARTITIONED DATA;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80466;INTELIGENCIA ARTIFICIAL;98294;INTELIGÊNCIA ARTIFICIAL;;;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036189;4801115;AUDIOVISUAL TOOL FOR SOLFÈGE ASSESSMENT;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98293;COMPUTAÇÃO GRÁFICA, PROCESSAMENTO DE IMAGENS E INTERAÇÃO;;;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036464;3638417;USING IMMERSIVE VIRTUAL REALITY TO REDUCE WORK ACCIDENTS IN DEVELOPING COUNTRIES;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98293;COMPUTAÇÃO GRÁFICA, PROCESSAMENTO DE IMAGENS E INTERAÇÃO;212827;SIMULADOR DE COMPORTAMENTO PARA ATIVIDADES OPERACIONAIS VOLTADO À ÁREA DE SEGURANÇA;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036384;3660904;RANDOMNESS AND ARBITRARY COORDINATION IN THE REACTIVE ULTIMATUM GAME;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80463;INFORMATICA TEORICA;98297;FUNDAMENTOS DA COMPUTAÇÃO;;;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036169;3660146;A TOOLSET FOR EFFICIENT PRIVACY-ORIENTED VIRTUAL NETWORK EMBEDDING AND ITS INSTANTIATION ON SDN/OPENFLOW-BASED SUBSTRATES;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98291;REDES DE COMPUTADORES;340942;ESTRATÉGIAS DE EXPANSÃO PONTUAL DE SUBSTRATOS FÍSICOS PARA ALOCAÇÃO EFICIENTE DE REDES VIRTUAIS;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21035664;3908849;A FIX-AND-OPTIMIZE APPROACH FOR EFFICIENT AND LARGE SCALE VIRTUAL NETWORK FUNCTION PLACEMENT AND CHAINING;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98291;REDES DE COMPUTADORES;;;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036297;3603457;INVESTIGATING DIFFERENT GENERAL-PURPOSE AND EMBEDDED MULTICORES TO ACHIEVE OPTIMAL TRADE-OFFS BETWEEN PERFORMANCE AND ENERGY;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80462;ENGENHARIA DA COMPUTAÇÃO;98299;SISTEMAS EMBARCADOS;342218;PROGRAMAÇÃO PARALELA EFICIENTE PARA OTIMIZAR O CONSUMO DE ENERGIA EM SISTEMAS EMBARCADOS E DE PROPÓSITO GERAL;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036172;4286189;AFFINITY-BASED THREAD AND DATA MAPPING IN SHARED MEMORY SYSTEMS;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98290;PROCESSAMENTO PARALELO E DISTRIBUÍDO;386995;HPC4E - HIGH PERFORMANCE COMPUTING FOR ENERGY;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036315;3603475;MAKING PUZZLES GREEN AND USEFUL FOR ADAPTIVE IDENTITY MANAGEMENT IN LARGE-SCALE DISTRIBUTED SYSTEMS;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98291;REDES DE COMPUTADORES;212803;AUTENTICAÇÃO ROBUSTA E ESCALÁVEL EM REDES P2P: RUMO AO SUPORTE E APLICAÇÕES ALÉM DO COMPARTILHAMENTO DE ARQUIVOS;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
42001013004P4;COMPUTAÇÃO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2016;21036463;3908480;USING EMPIRICAL ESTIMATES OF EFFECTIVE BANDWIDTH IN NETWORK-AWARE PLACEMENT OF VIRTUAL MACHINES IN DATACENTERS;2;BIBLIOGRÁFICA;25;ARTIGO EM PERIÓDICO;1;BIBLIOGRAFICA - ARTIGO EM PERIÓDICO;80464;SISTEMAS DE COMPUTACAO;98291;REDES DE COMPUTADORES;;;01JAN2012:00:00:00.000000;;01JAN2012:00:00:00.000000;;0
